conflictid,location,sidea,sidea2nd,side b,sidebid,sideb2nd,incomp,terr,year,intensity,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1966,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1967,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1968,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1969,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1970,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1971,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1972,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1973,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1974,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP","180, 890",,1,Karen,1975,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1976,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1977,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1978,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1979,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1980,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1981,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1982,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1983,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1984,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1985,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1986,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1987,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1988,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1989,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1990,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1991,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1992,2,1,3,1948-12-31,3,1949-01-15,1,1,1992-11-22,1,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1994,1,1,3,1948-12-31,3,1994-12-31,5,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1995,1,1,3,1948-12-31,3,1994-12-31,5,1,1995-07-13,1,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1997,1,1,3,1948-12-31,3,1997-02-23,3,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,1998,1,1,3,1948-12-31,3,1997-02-23,3,1,1998-07-14,5,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"God's Army, KNU","181, 180",,1,Karen,2000,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2001,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2002,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2003,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2004,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2005,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2006,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2007,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2008,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,KNU,180,,1,Karen,2009,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU","1107, 180",,1,Karen,2010,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU","1107, 180",,1,Karen,2011,1,1,3,1948-12-31,3,2000-03-03,1,1,2011-12-31,5,775,,,,775,3,17.1
221,Myanmar (Burma),Government of Myanmar (Burma),,DKBA 5,1107,,1,Karen,2013,1,1,3,1948-12-31,3,2013-04-29,1,1,2013-04-29,1,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction","182, 183, 184",,2,,1948,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction","182, 183, 184",,2,,1949,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction","182, 183, 184",,2,,1950,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction","182, 184",,2,,1951,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction","182, 184",,2,,1952,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction","182, 184",,2,,1953,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1954,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1955,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1956,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1957,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1958,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1959,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1960,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1961,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1962,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1963,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1964,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1965,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1966,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1967,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1968,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1969,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF","182, 183",,2,,1970,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1971,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1972,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1973,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1974,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1975,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1976,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1977,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1978,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1979,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1980,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1981,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1982,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1983,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1984,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1985,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1986,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1987,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,CPB,182,,2,,1988,2,1,3,1948-02-29,4,1948-02-29,4,1,1988-12-31,5,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,ABSDF,185,,2,,1990,1,1,3,1948-02-29,4,1990-12-31,5,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,ABSDF,185,,2,,1991,1,1,3,1948-02-29,4,1990-12-31,5,0,,,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,ABSDF,185,,2,,1992,1,1,3,1948-02-29,4,1990-12-31,5,1,1992-12-31,5,775,,,,775,3,17.1
222,Myanmar (Burma),Government of Myanmar (Burma),,ABSDF,185,,2,,1994,1,1,3,1948-02-29,4,1994-12-31,5,1,1994-12-31,5,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1948,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1949,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1950,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1951,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1952,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1953,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1954,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1955,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1956,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1050, 1065",,1,Arakan,1957,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1065,,1,Arakan,1958,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1065,,1,Arakan,1959,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1065,,1,Arakan,1960,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1065,,1,Arakan,1961,1,0,3,1948-01-31,4,1948-01-31,4,1,1961-11-15,1,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1964,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1965,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1966,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1967,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1968,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1969,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1970,1,0,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1971,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA","1049, 1052",,1,Arakan,1972,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"CPA, RPF","1052, 1068",,1,Arakan,1973,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RPF,1068,,1,Arakan,1974,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RPF,1068,,1,Arakan,1975,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RPF,1068,,1,Arakan,1976,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,"ALP, RPF","1048, 1068",,1,Arakan,1977,1,1,3,1948-01-31,4,1964-12-31,5,0,,,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RPF,1068,,1,Arakan,1978,1,1,3,1948-01-31,4,1964-12-31,5,1,1978-12-31,5,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RSO,187,,1,Arakan,1991,1,1,3,1948-01-31,4,1991-12-29,3,1,1991-12-29,3,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,RSO,187,,1,Arakan,1994,1,1,3,1948-01-31,4,1994-05-15,5,1,1994-06-23,1,775,,,,775,3,17.1
223,Myanmar (Burma),Government of Myanmar (Burma),,HaY,6692,,1,Arakan,2016,1,1,3,1948-01-31,4,2016-10-12,1,1,2016-11-15,5,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,188,,1,Mon,1949,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,188,,1,Mon,1950,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,188,,1,Mon,1951,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1952,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1953,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1954,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1955,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1956,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1957,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,MPF,189,,1,Mon,1958,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1959,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1960,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1961,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1962,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1963,1,0,3,1948-12-31,3,1949-02-28,3,1,1963-12-31,5,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,190,,1,Mon,1990,1,0,3,1948-12-31,3,1990-02-13,3,1,1990-03-22,1,775,,,,775,3,17.1
224,Myanmar (Burma),Government of Myanmar (Burma),,BMA,191,,1,Mon,1996,1,0,3,1948-12-31,3,1996-12-23,5,1,1996-12-23,5,775,,,,775,3,17.1
225,Costa Rica,Government of Costa Rica,,National Liberation Army,725,,2,,1948,2,1,3,1948-03-03,2,1948-03-03,2,1,1948-04-20,1,94,,,,94,5,17.1
226,"Hyderabad, India",Government of Hyderabad,,Government of India,141,,1,Hyderabad,1948,2,1,2,1948-09-13,2,1948-09-13,2,1,1948-09-18,1,751,,750,,"750, 751",3,17.1
227,India,Government of India,,CPI,178,,2,,1948,2,1,3,1948-05-01,1,1948-09-18,2,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI,178,,2,,1949,2,1,3,1948-05-01,1,1948-09-18,2,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI,178,,2,,1950,2,1,3,1948-05-01,1,1948-09-18,2,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI,178,,2,,1951,2,1,3,1948-05-01,1,1948-09-18,2,1,1951-12-31,5,750,,,,750,3,17.1
227,India,Government of India,,CPI-ML,192,,2,,1969,1,1,3,1948-05-01,1,1969-12-31,5,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-ML,192,,2,,1970,1,1,3,1948-05-01,1,1969-12-31,5,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-ML,192,,2,,1971,1,1,3,1948-05-01,1,1969-12-31,5,1,1971-12-31,5,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1991,1,1,3,1948-05-01,1,1991-07-16,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1992,1,1,3,1948-05-01,1,1991-07-16,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1993,1,1,3,1948-05-01,1,1991-07-16,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1994,1,1,3,1948-05-01,1,1991-07-16,1,1,1994-12-02,1,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1996,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1997,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,PWG,193,,2,,1998,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"MCC, PWG","194, 193",,2,,1999,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"CPI-ML-J, MCC, PWG","3946, 194, 193",,2,,2000,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"MCC, PWG","194, 193",,2,,2001,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"MCC, PWG","194, 193",,2,,2002,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"MCC, PWG","194, 193",,2,,2003,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,"MCC, PWG","194, 193",,2,,2004,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-Maoist,195,,2,,2005,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-Maoist,195,,2,,2006,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-Maoist,195,,2,,2007,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
227,India,Government of India,,CPI-Maoist,195,,2,,2008,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,17.1
